Status;TypeAnlegg;KraftverksNavn;Forventet elsertifikatberettiget produksjon, GWh;ESerfikatProdMWH;SerfikatProdmndMWH;YtelseMW;Idriftsettelsedato;Maalet;ENormaarProd;Overgangsordning;HeleProd;GodkjentDato;Startdato;Sluttdato;Foretaksnavn;Fylke;Kommune;Omraade
Godkjent;Vannkraft;Mølnåa;4,2;4200;350;1,5;03.03.2020;Ja;4,2;;ja;23.03.2020;06.04.2020;06.04.2035;SELBU ENERGIVERK AS;Trøndelag;Selbu;EL 3
Godkjent;Vannkraft;Grunnåi;11,41;11414;951,2;25,31999969;28.01.2006;Ja;11,41;;nei;04.12.2019;16.12.2019;16.12.2034;GRUNNÅI KRAFTVERK AS;Vestfold og Telemark;Seljord;EL 2
Godkjent;Vannkraft;Ljotå;5,16;5160;430;1,64999997;23.12.2019;Ja;5,16;;ja;04.02.2020;17.02.2020;17.02.2035;LJOTÅ KRAFTVERK AS;Vestland;Bjørnafjorden;EL 2
Godkjent;Vindkraft;Valsneset vindkraftverk;45;45000;3750;12,6;08.12.2019;Ja;45;;ja;24.01.2020;10.02.2020;10.02.2035;VIMLE AS;Trøndelag;Ørland;EL 3
Godkjent;Vannkraft;Åmela;3,5;3502,2;291,9;34;01.01.1977;Ja;3,5;;nei;11.08.2016;22.08.2016;22.08.2031;TUSSA ENERGI AS;Møre og Romsdal;Volda;EL 3
Godkjent;Vannkraft;Solbergfoss;0,66;662,7;55,2;199;07.10.1924;Nei;;0,66;nei;24.06.2013;01.07.2013;22.08.2027;E-CO ENERGI AS;Viken;Indre Østfold;EL 1
Godkjent;Vannkraft;Solbergfoss;7,36;7364,4;613,7;199;07.10.1924;Ja;7,36;;nei;13.05.2016;23.05.2016;23.05.2031;E-CO ENERGI AS;Viken;Indre Østfold;EL 1
Godkjent;Vannkraft;Løkkebø;6;6000;500;2,16000008;03.04.2020;Ja;6;;ja;28.04.2020;11.05.2020;11.05.2035;LØKKEBØ KRAFTVERK AS;Vestland;Kinn;EL 3
Godkjent;Vannkraft;Kvemma;13,8;13800;1150;5;30.06.2015;Ja;13,8;;ja;16.08.2015;17.08.2015;17.08.2030;KVEMMA KRAFT AS;Vestland;Lærdal;EL 5
Godkjent;Vannkraft;Kjærnes;2,43;2432;202,7;0,99;07.12.2009;Nei;;2,43;nei;04.09.2012;24.09.2012;31.08.2025;RUSTAD ENERGI AS;Trøndelag;Raarvikhe %u2013 Røyrvik;EL 4
Godkjent;Vannkraft;Solbergfoss;14,7;14698,3;1224,9;199;07.10.1924;Ja;14,7;;nei;12.12.2017;25.12.2017;25.12.2032;E-CO ENERGI AS;Viken;Indre Østfold;EL 1
Godkjent;Vannkraft;Solbergfoss;10,17;10174,3;847,9;199;07.10.1924;Ja;10,17;;nei;05.05.2020;11.05.2020;11.05.2035;E-CO ENERGI AS;Viken;Indre Østfold;EL 1
Godkjent;Vannkraft;Utne;1,3;1300;108,3;0,4;04.02.2008;Nei;;1,3;ja;17.09.2012;18.09.2012;22.10.2023;JAN ASBJØRN UTNE;Vestland;Ullensvang;EL 5
Godkjent;Vannkraft;Saksenvik;6,7;6700;558,3;2,5;22.05.2012;Ja;6,7;;ja;06.11.2012;11.11.2012;11.11.2027;SAKSENVIK KRAFT AS;Nordland;Saltdal;EL 4
Godkjent;Vannkraft;Osavatnet;3,5;3500;291,7;0,60000002;08.05.2012;Ja;3,5;;ja;06.11.2012;06.11.2012;06.11.2027;BERGEN KOMMUNE;Vestland;Bergen;EL 5
Godkjent;Vannkraft;Sundli;5,3;5300;441,7;1,35000002;04.02.2015;Ja;5,3;;ja;17.04.2015;27.04.2015;27.04.2030;SUNDLIKRAFT AS;Trøndelag;Orkland;EL 3
Godkjent;Vannkraft;Skyggeelva;14;14000;1166,7;4,76000022;04.05.2010;Nei;;14;ja;29.02.2016;08.03.2016;09.07.2029;SKYGGEELVA KRAFT AS;Vestland;Sunnfjord;EL 3
Godkjent;Vannkraft;Skålheim;3,5;3500;291,7;1,44000005;07.02.2008;Nei;;3,5;ja;22.02.2017;06.03.2017;12.04.2028;SKÅLHEIM KRAFTVERK AS;Vestland;Kvam;EL 5
Godkjent;Vannkraft;Sandvand;5,3;5300;441,7;1,48000001;25.03.2020;Ja;5,3;;ja;29.05.2020;08.06.2020;08.06.2035;SIRDAL KRAFT AS;Agder;Flekkefjord;EL 2
Godkjent;Vindkraft;Hennøy;170,7;170700;14225;50,4;17.12.2019;Ja;170,7;;ja;29.05.2020;08.06.2020;08.06.2035;FALCK RENEWABLES VIND AS;Vestland;Bremanger;EL 3
Godkjent;Vannkraft;Hemså;5,5;5500;458,3;1,70000004;17.04.2020;Ja;5,5;;ja;27.05.2020;08.06.2020;08.06.2035;SIRDAL KRAFT AS;Agder;Sirdal;EL 2
Godkjent;Vannkraft;Nye Verma;53,4;53401,6;4450,1;22,5;16.05.2019;Ja;53,4;;nei;15.10.2019;28.10.2019;28.10.2034;RAUMA ENERGI AS;Møre og Romsdal;Rauma;EL 3
Godkjent;Vannkraft;Evanger;8,88;8876;739,7;330;03.03.1969;Ja;8,88;;nei;05.06.2020;15.06.2020;15.06.2035;BKK PRODUKSJON AS;Vestland;Voss;EL 5
Godkjent;Vannkraft;Eidefossen;1,15;1152;96;13,1999998;23.06.1983;Ja;1,15;;nei;15.08.2017;28.08.2017;28.08.2032;AS EIDEFOSS;Innlandet;Vågå;EL 3
Godkjent;Vannkraft;Flittig;3,01;3005,8;250,5;5,5;01.06.2017;Ja;3,01;;nei;26.10.2018;05.11.2018;05.11.2033;LØVENSKIOLD FOSSUM KRAFT;Vestfold og Telemark;Skien;EL 2
Godkjent;Vindkraft;Bjerkreim;558,4;558400;46533,3;155,4;19.12.2019;Ja;558,4;;ja;29.07.2020;10.08.2020;10.08.2035;BJERKREIM VIND AS;Rogaland;Bjerkreim;EL 2
Godkjent;Vindkraft;Kvitfjell;541;541000;45083,3;197,4;05.08.2019;Ja;541;;ja;11.12.2019;23.12.2019;23.12.2034;TROMSØ VIND AS;Troms og Finnmark Romsa ja Finnmárku;Tromsø;EL 4
Godkjent;Vindkraft;Tonstad;670;670000;55833,3;208,3;20.09.2019;Ja;670;;ja;22.05.2020;01.06.2020;01.06.2035;TONSTAD VINDPARK AS;Agder;Sirdal;EL 2
Godkjent;Sol;Brattørkaia 17A;0,46;458;38,2;0,577;27.02.2019;Ja;0,46;;nei;19.09.2019;30.09.2019;30.09.2034;;Trøndelag;Trondheim;EL 3
Godkjent;Vindkraft;Skinansfjellet og Gravdal;543;543000;45250;138,6;25.07.2019;Ja;543;;ja;12.08.2020;24.08.2020;24.08.2035;NORSK VIND SKINANSFJELLET AS;Rogaland;Hå;EL 2
Godkjent;Vannkraft;Nedre Otta;267,94;267939;22328,3;78;06.05.2020;Ja;267,94;;nei;08.09.2020;21.09.2020;21.09.2035;HAFSLUND E-CO VANNKRAFT AS;Innlandet;Sel;EL 3
Godkjent;Vannkraft;Liemyr;5;5000;416,7;1,41999995;10.03.2020;Ja;5;;ja;30.09.2020;12.10.2020;12.10.2035;SIRDAL KRAFT AS;Agder;Sirdal;EL 2
Godkjent;Vannkraft;Eidsland 1;1,96;1960;163,3;0,46;29.06.2015;Ja;1,96;;ja;16.09.2015;28.09.2015;28.09.2030;EIDSLAND KRAFT AS;Vestland;Vaksdal;EL 5
Godkjent;Vannkraft;Valdra;8,81;8810;734,2;3,5;07.05.2020;Ja;8,81;;ja;13.10.2020;26.10.2020;26.10.2035;VALDRA KRAFTVERK AS;Vestland;Etne;EL 2
Godkjent;Vannkraft;Stølselva;6,28;6280;523,3;2,20000004;19.05.2020;Ja;6,28;;ja;15.10.2020;26.10.2020;26.10.2035;SMÅKRAFT AS;Vestland;Sunnfjord;EL 3
Godkjent;Vannkraft;Kaldåga;5,5;5500;458,3;2,0999999;04.12.2019;Ja;5,5;;ja;20.10.2020;02.11.2020;02.11.2035;AURORA BYGG OG ANLEGG AS;Nordland;Narvik;EL 4
Godkjent;Vannkraft;Åsa;0,39;385;32,1;1,44000005;08.11.2012;Ja;0,39;;nei;24.02.2014;10.03.2014;10.03.2029;RINGERIKS-KRAFT PRODUKSJON AS;Viken;Ringerike;EL 1
Godkjent;Vannkraft;Rånåsfoss;57,95;57950,2;4829,2;128,3999939;01.01.1983;Ja;57,95;;nei;04.11.2016;14.11.2016;14.11.2031;GLOMMA KRAFTPRODUKSJON AS;Viken;Nes;EL 1
Godkjent;Vindkraft;Stigafjellet;117,23;117230;9769,2;30,1;22.06.2020;Ja;117,23;;ja;04.11.2020;16.11.2020;16.11.2035;EWZ STIGAFJELLET VIND AS;Rogaland;Bjerkreim;EL 2
Godkjent;Vannkraft;Brandåa;15,8;15800;1316,7;4,05000019;11.12.2009;Nei;;15,8;ja;21.01.2016;31.01.2016;10.01.2029;SVORKA PRODUKSJON AS;Trøndelag;Rindal;EL 3
Godkjent;Vindkraft;Kvenndalsfjellet;405;405000;33750;113,4;26.06.2020;Ja;405;;ja;12.11.2020;23.11.2020;23.11.2035;FOSEN VIND DA;Trøndelag;Åfjord;EL 3
Godkjent;Vannkraft;Frøland;11,44;11443,5;953,6;24,89999961;01.01.1962;Ja;11,44;;nei;19.11.2020;30.11.2020;30.11.2035;BKK PRODUKSJON AS;Vestland;Samnanger;EL 5
Godkjent;Vindkraft;Måkaknuten;363,1;363100;30258,3;94,6;09.07.2020;Ja;363,1;;ja;04.11.2020;16.11.2020;16.11.2035;EWZ MÅKAKNUTEN VIND AS;Rogaland;Bjerkreim;EL 2
Godkjent;Vannkraft;Hellefoss;6,92;6919,9;576,7;11;01.01.1953;Ja;6,92;;nei;24.11.2020;30.11.2020;30.11.2035;HELLEFOSS KRAFT AS;Viken;Øvre Eiker;EL 1
Godkjent;Vannkraft;Bakkeelva;8;8000;666,7;2,5;29.11.2019;Ja;8;;ja;30.11.2020;14.12.2020;14.12.2035;TROLLEKRAFT AS;Vestland;Askvoll;EL 3
Godkjent;Vindkraft;Frøya;197,29;197290;16440,8;58,8;29.09.2020;Ja;197,29;;ja;28.10.2020;09.11.2020;09.11.2035;FRØYA VIND AS;Trøndelag;Frøya;EL 3
Godkjent;Vannkraft;Botna;6,5;6500;541,7;1,89999997;25.05.2020;Ja;6,5;;ja;17.12.2020;28.12.2020;28.12.2035;BOTNA KRAFT AS;Vestland;Sogndal;EL 5
Godkjent;Vannkraft;Storåvatn 1;25;25000;2083,3;8;04.09.2020;Ja;25;;ja;17.12.2020;28.12.2020;28.12.2035;SMISTO KRAFT AS;Nordland;Rødøy;EL 4
Godkjent;Vannkraft;Bordalselva;6,8;6800;566,7;2,20000004;11.11.2020;Ja;6,8;;ja;17.12.2020;28.12.2020;28.12.2035;BORDALSELVA KRAFTVERK AS;Møre og Romsdal;Molde;EL 3
Ikke søkt;Vannkraft;Lidal;0;0;0;7,82000017;09.10.2017;Nei;;;ja;07.01.2021;;;FJÆRLAND KRAFT AS;Vestland;Sogndal;EL 5
Ikke søkt;Vannkraft;Gryte II;0;0;0;0,5;15.02.2018;Nei;;;ja;31.12.2020;;;GRYTE KRAFT AS;Rogaland;Suldal;EL 2
Ikke søkt;Vannkraft;Helgheim;0;0;0;2,70000004;07.05.2018;Nei;;;ja;31.12.2020;;;NYDALSELVA KRAFT AS;Vestland;Sunnfjord;EL 3
Godkjent;Vannkraft;Nørlandselva;13,5;13500;1125;4,90000009;11.09.2020;Ja;13,5;;ja;12.01.2021;25.01.2021;31.12.2035;CK KRAFTHOLDING VEST AS;Vestland;Masfjorden;EL 5
Godkjent;Vannkraft;Skeidsflåten;19,5;19500;1625;4,80000019;20.05.2020;Ja;19,5;;ja;21.12.2020;06.01.2021;31.12.2035;SKEIDSFLÅTEN KRAFT AS;Vestland;Sogndal;EL 5
Godkjent;Vannkraft;Svandalen;9,1;9100;758,3;3,08999991;26.11.2020;Ja;9,1;;ja;18.01.2021;01.02.2021;31.12.2035;SVANDALEN KRAFTVERK AS;Rogaland;Sauda;EL 2
Godkjent;Vindkraft;Raudfjell;227,35;227350;18945,8;84;11.07.2020;Ja;227,35;;ja;17.08.2020;31.08.2020;31.08.2035;RAUDFJELL VIND AS;Troms og Finnmark Romsa ja Finnmárku;Tromsø;EL 4
Godkjent;Vindkraft;Guleslettene;711,94;711940;59328,3;197,4;14.08.2020;Ja;711,94;;ja;12.11.2020;23.11.2020;23.11.2035;GULESLETTENE VINDKRAFT AS;Vestland;Bremanger;EL 3
Godkjent;Vindkraft;Harbaksfjellet;474;474000;39500;126;10.09.2020;Ja;474;;ja;25.11.2020;07.12.2020;07.12.2035;FOSEN VIND DA;Trøndelag;Åfjord;EL 3
Godkjent;Vannkraft;Svartefoss;3,9;3900;325;0,66000002;04.11.2020;Ja;3,9;;ja;21.01.2021;01.02.2021;31.12.2035;SVARTEFOSS INVEST AS;Vestland;Fjaler;EL 3
Godkjent;Vindkraft;Sørfjord;379,9;379900;31658,3;98,9;01.02.2020;Ja;379,9;;ja;21.01.2021;01.02.2021;31.12.2035;SØRFJORD VINDPARK AS;Nordland;Hamarøy;EL 4
Godkjent;Vannkraft;Skjerka;32,69;32690,4;2724,2;206,6000061;01.02.1997;Ja;32,69;;nei;22.01.2018;05.02.2018;05.02.2033;AGDER ENERGI VANNKRAFT AS;Agder;Åseral;EL 2
Godkjent;Vannkraft;Skjerka;15,96;15959,7;1330;206,6000061;01.02.1997;Ja;15,96;;nei;04.03.2020;09.03.2020;09.03.2035;AGDER ENERGI VANNKRAFT AS;Agder;Åseral;EL 2
Godkjent;Vindkraft;Geitfjellet;546,1;546100;45508,3;180,6;22.07.2020;Ja;546,1;;ja;21.12.2020;06.01.2021;31.12.2035;FOSEN VIND DA;Trøndelag;Heim;EL 3
Godkjent;Vannkraft;Slemmå;6;6000;500;1,79999995;04.09.2019;Ja;6;;ja;09.02.2021;22.02.2021;31.12.2035;SLEMMÅ KRAFT AS;Møre og Romsdal;Rauma;EL 3
Godkjent;Vannkraft;Nessane;29,6;29600;2466,7;8,60000038;03.12.2020;Ja;29,6;;ja;10.02.2021;22.02.2021;31.12.2035;NESSAKRAFT AS;Vestland;Høyanger;EL 3
Godkjent;Vannkraft;Vassenden;37;37000;3083,3;8,56000041;19.07.2019;Ja;37;;ja;22.02.2021;08.03.2021;31.12.2035;HELGELAND KRAFT VANNKRAFT AS;Nordland;Leirfjord;EL 4
Godkjent;Vindkraft;Vardafjellet;84,6;84600;7050;30,1;17.08.2020;Ja;84,6;;ja;26.02.2021;08.03.2021;31.12.2035;VARDAFJELLET VINDKRAFT AS;Rogaland;Sandnes;EL 2
Godkjent;Vannkraft;Bjørgelva;7,41;7410;617,5;2,42000007;17.12.2020;Ja;7,41;;ja;24.02.2021;08.03.2021;31.12.2035;BJØRGELVA KRAFT AS;Troms og Finnmark Romsa ja Finnmárku;Sørreisa;EL 4
Godkjent;Vannkraft;Røyrvik;5;5000;416,7;1,45000004;04.01.2021;Ja;5;;ja;09.03.2021;15.03.2021;31.12.2035;RK, KRAFTVERK AS;Vestland;Gloppen;EL 3
Godkjent;Vannkraft;Sjøfossen;6,52;6516,6;543,1;6,5;21.08.2020;Ja;6,52;;nei;15.03.2021;15.03.2021;31.12.2035;SKS PRODUKSJON AS;Nordland;Gildeskål;EL 4
Godkjent;Vannkraft;Åna-Sira;0,37;366;30,5;150;04.05.1971;Nei;;0,37;nei;23.10.2013;04.11.2013;20.04.2028;SIRA KVINA KRAFTSELSKAP;Agder;Flekkefjord;EL 2
Godkjent;Vannkraft;Tonstad;26,97;26966,6;2247,2;960;26.06.1968;Ja;26,97;;nei;25.06.2014;07.07.2014;07.07.2029;SIRA KVINA KRAFTSELSKAP;Agder;Sirdal;EL 2
Godkjent;Vannkraft;Tjørhom;1,1;1104,3;92;120;06.07.1973;Ja;1,1;;nei;07.04.2021;12.04.2021;31.12.2035;SIRA KVINA KRAFTSELSKAP;Agder;Sirdal;EL 2
Godkjent;Vannkraft;Tonstad;4,41;4405,3;367,1;960;26.06.1968;Ja;4,41;;nei;07.04.2021;12.04.2021;31.12.2035;SIRA KVINA KRAFTSELSKAP;Agder;Sirdal;EL 2
Godkjent;Vannkraft;Salhuselva;11,3;11300;941,7;3,29999995;11.12.2020;Ja;11,3;;ja;27.05.2021;07.06.2021;31.12.2035;SALHUSELVA KRAFT AS;Nordland;Steigen;EL 4
Godkjent;Vannkraft;Duvedalen;9,6;9600;800;3,29999995;11.12.2020;Ja;9,6;;ja;27.05.2021;07.06.2021;31.12.2035;SMÅKRAFT AS;Vestland;Gulen;EL 5
Godkjent;Vannkraft;Storelva;9,9;9900;825;3,6400001;09.01.2021;Ja;9,9;;ja;27.05.2021;07.06.2021;31.12.2035;SMÅKRAFT AS;Vestland;Gulen;EL 5
Godkjent;Vannkraft;Gudåa;11,2;11200;933,3;4,5999999;04.06.2020;Ja;11,2;;ja;31.05.2021;31.05.2021;31.12.2035;MERAKER KRAFT AS;Trøndelag;Meråker;EL 3
Godkjent;Vannkraft;Trollvikelva;17,8;17800;1483,3;7,6999998;13.01.2021;Ja;17,8;;ja;02.06.2021;14.06.2021;31.12.2035;TROLLVIKELVA KRAFT AS;Troms og Finnmark Romsa ja Finnmárku;Gáivuotna-Kåfjord-Kaivuono;EL 4
Godkjent;Vannkraft;Fivelandselva;8,5;8500;708,3;3,05999994;10.12.2020;Ja;8,5;;ja;03.06.2021;14.06.2021;31.12.2035;FIVELANDSELVA KRAFT AS;Rogaland;Sauda;EL 2
Godkjent;Vannkraft;Herand;77,6;77600;6466,7;23,70000076;21.04.2021;Ja;77,6;;ja;03.06.2021;14.06.2021;31.12.2035;HERAND KRAFT AS;Vestland;Ullensvang;EL 5
Godkjent;Vannkraft;Efteland;0,82;824;68,7;0,2;07.12.2006;Nei;;0,82;ja;24.01.2013;29.01.2013;04.01.2023;ALF DYBING;Rogaland;Eigersund;EL 2
Godkjent;Vannkraft;Åna-Sira;0,45;453,6;37,8;150;04.05.1971;Ja;0,45;;nei;07.04.2021;12.04.2021;31.12.2035;SIRA KVINA KRAFTSELSKAP;Agder;Flekkefjord;EL 2
Godkjent;Vannkraft;Veiski;22,3;22300;1858,3;6,5999999;18.02.2021;Ja;22,3;;ja;29.06.2021;12.07.2021;31.12.2035;VEISKI KRAFTVERK AS;Nordland;Sørfold;EL 4
Godkjent;Vannkraft;Øvre Russvik;13;13000;1083,3;5;28.05.2021;Ja;13;;ja;05.08.2021;16.08.2021;31.12.2035;RUSSVIK KRAFT AS;Nordland;Narvik;EL 4
Godkjent;Vannkraft;Hellifossen;27,7;27700;2308,3;8,60000038;17.03.2021;Ja;27,7;;ja;24.06.2021;05.07.2021;31.12.2035;HELLIFOSSEN KRAFT AS;Nordland;Bindal;EL 4
Godkjent;Vannkraft;Leikanger;116;116001,6;9666,8;77;29.04.2020;Ja;116;;nei;20.08.2021;30.08.2021;31.12.2035;LEIKANGER KRAFT AS;Vestland;Sogndal;EL 5
Godkjent;Vannkraft;Tinfos I;3,5;3500,4;291,7;41;01.01.1955;Ja;3,5;;nei;20.08.2021;30.08.2021;31.12.2035;TINFOS AS;Vestfold og Telemark;Notodden;EL 2
Godkjent;Vannkraft;Leikanger;92;91998,4;7666,5;77;29.04.2020;Ja;92;;nei;19.06.2020;29.06.2020;29.06.2035;LEIKANGER KRAFT AS;Vestland;Sogndal;EL 5
Godkjent;Vannkraft;Nedre Russvik;7;7000;583,3;2,79999995;24.05.2021;Ja;7;;ja;26.08.2021;06.09.2021;31.12.2035;RUSSVIK KRAFT AS;Nordland;Narvik;EL 4
Godkjent;Vindkraft;Kjølberget;194,79;194790;16232,5;55,9;12.10.2020;Ja;194,79;;ja;04.11.2020;16.11.2020;16.11.2035;AUSTRI KJØLBERGET DA;Innlandet;Våler (Innlandet);EL 1
Godkjent;Vindkraft;Øyfjellet;18,23;18230;1519,2;5,7;31.08.2021;Ja;18,23;;ja;29.09.2021;11.10.2021;31.12.2035;ØYFJELLET WIND AS;Nordland;Vefsn;EL 4
Godkjent;Vannkraft;Ritaelva;22,6;22600;1883,3;8,77000045;08.07.2021;Ja;22,6;;ja;29.09.2021;11.10.2021;31.12.2035;SKOGNES OG STORDALEN KRAFTLAG AS;Troms og Finnmark Romsa ja Finnmárku;Tromsø;EL 4
Godkjent;Vannkraft;Sveingård;24,6;24600;2050;8,76000022;11.08.2021;Ja;24,6;;ja;29.09.2021;11.10.2021;31.12.2035;SKOGNES OG STORDALEN KRAFTLAG AS;Troms og Finnmark Romsa ja Finnmárku;Tromsø;EL 4
Godkjent;Vannkraft;Malmelva;5,5;5500;458,3;2,0999999;29.04.2020;Ja;5,5;;ja;11.10.2021;18.10.2021;31.12.2035;SMÅKRAFT AS;Møre og Romsdal;Hustadvika;EL 3
Godkjent;Vannkraft;Fosseteigen;15,3;15300;1275;6,1999998;23.09.2021;Ja;15,3;;ja;12.10.2021;18.10.2021;31.12.2035;KUVELDA KRAFT AS;Vestland;Lærdal;EL 5
Godkjent;Vindkraft;Haram;127,18;127180;10598,3;33,6;12.07.2021;Ja;127,18;;ja;15.10.2021;25.10.2021;31.12.2035;HARAM KRAFT AS;Møre og Romsdal;Ålesund;EL 3
Godkjent;Vannkraft;Evanger;8,61;8605,8;717,1;330;03.03.1969;Ja;8,61;;nei;21.06.2013;01.07.2013;01.07.2028;BKK PRODUKSJON AS;Vestland;Voss;EL 5
Godkjent;Vannkraft;Evanger;10,84;10843,3;903,6;330;03.03.1969;Ja;10,84;;nei;27.10.2015;02.11.2015;01.11.2030;BKK PRODUKSJON AS;Vestland;Voss;EL 5
